17
843 1986
308 853 804
381 614 408
1 330 373
854 504 93
17 484 925
239 694 447
479 694 902
315 225 174
813 792 753
642 177 912
268 205 854
750 81 837
305 820 831
26 431 567
808 597 484
173 14 640
547 243 934
789 556 11
297 633 384
854 301 817
182 1 676
411 574 526
62 118 268
70 210 129
580 610 705
102 687 479
729 592 619
801 430 273
177 785 967
477 69 876
490 445 370
612 242 792
342 285 989
565 815 805
308 2 764
255 717 588
760 179 960
799 830 345
152 380 564
89 761 574
263 487 23
781 650 78
565 818 863
331 36 202
730 396 841
421 789 537
849 460 501
714 710 213
785 714 833
791 183 741
427 103 229
602 98 264
184 19 322
629 388 412
22 456 630
545 172 878
91 590 52
719 20 623
801 607 597
673 326 600
624 779 76
129 230 527
265 539 846
112 585 903
717 541 167
585 140 746
39 54 904
156 569 952
741 685 648
193 285 910
635 128 959
809 275 547
685 466 447
350 332 924
99 596 163
40 387 172
766 655 543
72 20 430
338 300 138
461 353 244
318 556 530
2 670 479
35 231 18
598 122 441
107 76 92
104 86 862
786 429 91
110 412 994
584 590 600
252 446 894
140 490 392
469 385 878
407 294 347
200 698 77
220 589 73
742 185 657
242 529 994
387 856 663
524 869 547
760 842 140
103 451 311
98 220 560
535 634 142
538 530 565
763 589 794
552 749 976
442 336 558
596 317 878
337 183 166
614 459 660
783 176 807
675 641 439
50 680 865
867 702 858
505 38 256
667 515 649
243 235 542
519 556 356
351 641 747
361 153 413
783 284 607
735 247 16
765 770 321
598 560 605
650 465 166
383 768 315
194 778 162
336 355 612
88 171 66
715 386 692
698 715 105
91 134 854
578 756 598
777 446 789
652 583 317
477 457 685
320 291 92
861 228 227
328 20 31
205 491 697
869 53 892
726 273 878
358 729 608
216 160 197
694 646 102
219 595 720
99 346 559
845 178 220
92 703 693
704 439 738
246 62 474
443 722 432
506 502 128
565 668 145
285 10 820
700 355 528
654 100 326
111 797 896
855 570 910
476 726 950
411 609 300
659 127 840
18 694 854
162 765 905
178 695 998
181 430 909
443 790 749
14 13 847
688 560 840
384 151 387
168 365 680
705 613 398
330 73 388
501 685 993
665 449 478
723 792 129
496 203 381
712 424 679
275 630 817
737 133 434
104 276 106
693 560 472
794 435 936
827 83 24
245 677 738
2 867 751
499 115 424
754 139 866
681 28 714
520 511 373
63 47 987
189 833 451
579 453 555
571 198 801
590 503 757
582 784 56
563 514 820
612 576 61
675 789 585
326 305 133
525 364 116
489 618 626
746 307 817
229 598 90
653 19 861
193 855 822
172 155 706
312 588 270
815 625 385
764 409 157
816 100 199
703 26 488
50 61 639
75 61 392
487 253 134
234 490 459
109 387 206
34 620 489
682 350 131
751 801 106
101 50 746
702 57 64
483 781 979
835 252 761
104 268 915
700 710 406
495 520 542
382 160 77
859 819 243
681 810 908
423 720 537
739 329 763
240 102 167
459 94 46
479 725 196
534 160 291
167 853 484
134 298 274
694 254 81
174 248 295
170 416 408
430 38 586
445 120 920
451 645 822
60 228 973
152 695 953
33 2 727
124 647 583
516 684 396
712 727 52
262 509 806
286 345 854
630 640 762
471 675 953
73 451 480
241 59 121
579 724 117
201 756 494
767 273 675
574 464 542
92 292 463
713 572 248
412 106 609
14 843 730
586 10 475
431 129 919
5 682 708
334 548 656
396 304 743
693 549 443
123 702 797
680 489 444
844 802 627
734 283 909
713 553 650
652 455 994
36 504 734
514 755 293
363 305 911
523 302 699
584 802 56
725 549 406
136 402 623
811 187 599
414 123 320
106 405 875
532 634 234
561 706 118
525 721 136
20 827 308
413 278 953
30 492 772
393 532 24
69 513 868
543 649 526
343 571 450
563 633 733
759 314 142
753 106 324
863 592 335
363 282 254
719 694 237
792 69 73
787 610 70
75 429 520
173 169 501
768 802 826
209 815 412
473 768 63
149 177 395
337 689 764
330 328 454
148 123 514
387 23 533
61 706 973
165 348 434
126 179 591
23 761 675
400 444 701
200 296 852
535 311 84
618 270 428
637 594 629
367 869 467
791 169 96
433 63 572
370 524 571
578 326 191
71 694 172
618 446 919
338 451 91
645 518 508
820 223 1
701 246 913
179 210 93
769 848 80
221 85 484
497 383 695
31 40 247
643 311 538
531 403 540
341 291 557
387 647 660
697 167 571
176 829 523
506 470 44
617 535 946
792 85 861
436 248 19
801 67 963
411 850 485
492 489 519
298 771 326
158 131 181
393 409 712
771 384 260
418 774 133
782 503 737
559 6 330
104 707 333
713 131 1
632 187 582
101 4 833
114 309 171
315 181 419
367 123 571
304 741 773
857 243 112
452 611 512
13 788 801
225 240 401
332 243 844
128 396 592
69 305 989
74 728 130
111 546 384
123 44 624
300 35 239
747 272 896
770 699 971
496 658 639
949 1984
707 497 950
307 331 396
425 697 955
47 574 250
448 175 341
842 404 363
762 541 418
326 285 493
157 109 838
125 363 313
540 8 213
319 573 523
155 138 337
272 11 372
371 902 224
757 214 594
339 370 299
636 849 755
364 460 404
686 361 722
341 394 199
523 803 233
461 141 459
931 293 482
795 669 908
363 88 566
821 794 64
727 846 410
880 55 400
768 683 609
464 403 34
194 346 869
287 226 635
393 629 599
366 655 901
605 290 930
681 806 241
510 304 952
391 705 380
428 247 432
741 282 247
52 470 427
137 720 338
843 940 202
924 802 654
737 707 270
68 432 197
591 662 90
715 297 16
417 262 446
556 457 675
865 15 151
171 29 744
922 317 387
945 265 338
422 864 131
909 900 503
781 634 960
313 786 857
267 178 298
301 303 664
316 552 813
631 937 454
283 637 907
22 388 161
768 242 984
341 309 711
809 492 851
823 446 468
554 351 184
208 293 323
206 446 371
425 405 673
724 530 444
935 168 474
811 308 867
404 278 87
412 71 595
933 137 392
826 334 974
739 153 254
731 120 406
740 374 628
827 863 918
608 196 675
847 861 762
836 622 142
458 595 87
465 409 121
457 40 540
449 729 730
459 919 239
598 177 976
405 679 335
41 628 133
348 488 537
210 583 841
41 626 13
947 782 96
911 71 700
652 915 95
224 758 98
483 136 132
177 220 455
670 259 72
590 747 726
932 554 990
748 244 298
24 216 467
356 495 518
181 431 148
560 257 313
329 219 914
319 381 427
850 91 757
612 421 290
441 610 416
482 569 170
303 376 202
636 571 253
44 734 95
496 273 992
138 328 271
839 866 951
862 647 248
173 74 584
775 361 135
486 577 835
276 916 922
15 838 654
275 224 644
433 819 752
207 501 229
43 226 475
801 632 10
477 636 720
224 723 355
597 417 98
450 114 622
380 825 951
434 670 558
636 9 923
167 594 408
603 401 90
500 907 519
211 797 475
460 367 390
136 327 872
930 933 827
645 386 895
797 646 803
612 258 141
725 202 380
861 728 209
767 761 248
187 58 820
180 822 12
227 234 358
647 199 906
848 625 258
688 627 658
293 640 273
385 744 961
819 138 475
666 344 208
698 153 216
926 527 855
863 608 310
94 542 978
646 547 870
477 171 113
765 271 442
188 245 384
612 15 967
845 668 329
161 419 566
130 876 349
391 134 336
838 647 484
85 161 824
891 468 645
266 699 723
940 366 312
584 227 197
562 895 179
757 397 392
174 18 713
331 431 256
230 369 600
738 525 995
530 699 267
902 800 740
224 39 12
876 233 580
216 15 464
112 738 72
835 783 427
555 448 789
364 157 132
559 152 462
261 880 680
273 560 409
422 388 444
383 909 847
837 338 514
867 271 864
207 378 92
744 806 479
949 704 568
185 761 349
330 649 382
143 748 717
456 887 327
98 405 386
896 285 357
292 167 406
666 358 998
774 660 851
289 717 709
221 550 6
636 765 604
587 55 685
536 410 749
441 240 293
104 171 559
73 841 567
818 322 872
580 352 289
814 91 529
288 881 591
682 319 770
790 535 407
660 511 195
738 926 556
641 663 563
481 652 921
786 304 553
6 580 573
622 135 558
465 943 363
27 813 620
147 858 615
943 650 570
118 830 106
129 264 129
576 627 786
499 207 662
548 117 151
176 759 562
595 307 514
912 331 510
495 542 835
669 758 290
143 892 668
683 323 727
361 248 783
270 494 159
321 297 726
769 608 769
6 67 291
491 194 851
453 309 644
693 633 33
504 131 570
132 665 714
117 405 97
585 47 353
171 35 545
632 498 173
593 288 251
428 496 278
637 631 483
536 831 619
578 564 200
609 693 204
157 612 949
411 381 30
127 144 479
503 424 534
327 204 816
508 190 294
126 510 856
499 100 60
310 928 463
85 59 207
948 308 250
115 23 239
532 635 79
603 752 654
222 779 3
796 672 444
579 652 335
145 926 811
798 760 157
588 476 280
634 442 403
278 899 13
688 859 437
268 804 882
598 326 696
51 4 615
871 785 422
518 14 919
439 772 474
31 169 904
469 762 861
483 754 357
26 628 416
132 683 168
475 670 222
441 621 86
732 844 602
718 575 477
336 493 434
681 518 233
128 212 793
317 765 491
903 774 749
451 578 449
756 461 770
287 613 14
641 525 444
6 919 742
583 394 838
79 566 250
291 662 528
921 79 619
670 111 800
792 805 165
620 746 698
131 54 479
629 691 459
474 864 859
631 314 419
277 706 571
826 238 348
809 194 163
281 97 940
934 3 210
922 70 900
931 335 719
344 578 481
333 395 445
401 178 884
891 396 418
265 862 175
134 571 538
390 311 605
805 810 759
162 911 996
184 40 809
220 765 145
770 230 158
152 898 404
101 840 374
923 893 232
601 914 998
730 890 438
668 119 456
257 154 780
611 870 325
452 615 148
485 73 969
890 918 346
389 44 577
356 411 860
679 51 781
63 785 269
666 791 49
442 777 310
669 335 912
461 817 875
14 45 602
125 626 958
392 773 636
723 31 326
512 770 372
683 505 225
804 771 234
502 221 940
905 45 558
313 659 464
791 262 996
145 917 913
819 102 480
413 275 566
597 5 45
795 271 347
407 616 361
744 691 427
620 496 11
173 157 644
278 629 66
868 45 965
64 256 997
154 840 285
363 161 192
470 830 556
234 191 318
820 371 23
459 415 349
477 190 96
554 776 465
514 112 775
4 293 357
408 694 624
34 216 262
181 59 849
28 512 118
558 277 381
826 806 887
41 538 343
765 706 599
644 286 896
622 722 985
935 500 88
868 719 445
948 550 44
319 498 852
482 311 209
535 599 473
784 636 400
772 306 911
18 582 655
589 624 211
766 903 864
803 306 961
910 541 612
619 109 982
827 7 551
727 478 659
124 359 332
622 820 584
394 886 15
483 691 927
40 890 786
641 519 811
743 765 616
858 688 390
761 805 888
791 315 441
248 795 18
71 487 610
171 379 755
614 359 310
607 3 20
364 383 634
338 212 806
573 96 4
124 565 899
253 741 608
262 887 667
467 322 118
294 540 590
948 330 989
375 161 981
830 253 948
399 396 204
161 372 677
294 376 203
25 480 278
406 576 784
122 225 225
469 929 518
145 603 69
211 200 544
500 751 945
428 124 585
688 924 10
442 787 891
142 906 998
421 584 117
788 93 820
827 476 284
151 714 57
76 278 223
762 794 726
28 311 31
185 378 463
496 57 298
588 220 386
738 631 179
871 583 39
381 925 558
819 182 45
720 508 465
112 487 891
365 807 772
556 396 791
485 745 350
172 153 345
681 584 984
157 366 921
403 824 333
208 828 776
936 130 973
453 445 720
144 848 210
425 664 53
876 123 264
315 104 28
826 230 89
179 448 888
465 622 372
813 854 3
230 391 283
434 627 466
10 744 839
711 785 154
173 704 520
66 390 874
902 653 575
774 929 539
187 325 4
570 795 1
764 174 21
451 318 796
303 660 937
277 99 434
30 208 681
84 393 467
745 421 496
148 404 659
396 481 691
722 289 373
289 751 324
335 495 668
888 171 649
162 371 678
160 201 191
655 722 193
658 109 311
805 98 821
473 56 654
872 83 229
557 721 211
222 456 21
218 207 770
682 478 842
349 669 312
894 71 766
839 576 797
675 593 544
3 581 897
640 531 307
48 855 697
371 899 804
137 655 387
435 6 192
905 138 837
840 538 610
464 728 252
739 709 73
561 90 286
881 235 985
853 111 757
735 203 659
55 708 45
823 760 686
670 384 800
272 701 286
639 8 653
28 634 10
509 203 981
54 928 242
579 620 683
508 231 900
686 45 267
36 345 848
129 457 249
873 664 460
517 25 728
60 434 668
355 24 133
824 932 71
601 208 135
183 457 141
557 597 529
768 847 822
718 445 992
702 910 23
847 745 392
877 148 292
111 347 706
687 869 722
335 320 384
39 509 639
422 100 571
287 111 498
746 849 869
43 385 447
344 120 808
821 894 675
167 895 616
870 230 727
764 336 829
584 157 113
329 125 138
389 680 893
350 610 770
252 447 535
665 452 826
22 824 105
487 228 855
384 758 489
784 650 794
623 587 115
225 221 975
235 147 196
385 367 792
692 656 481
900 276 479
332 297 251
320 764 244
708 152 103
604 656 932
621 21 969
835 926 151
309 631 101
213 946 839
431 166 261
203 706 132
729 717 600
177 284 295
947 571 136
438 194 81
72 141 280
270 315 599
480 268 288
653 649 840
274 716 513
108 732 165
444 546 924
253 401 345
566 405 574
507 307 567
461 81 904
670 208 843
522 195 251
845 574 61
766 346 343
521 238 262
184 600 360
542 844 11
6 603 164
294 793 688
295 102 391
140 750 997
43 844 804
641 197 634
325 620 996
680 2 548
889 202 548
597 927 468
544 846 811
702 657 372
714 75 384
121 728 784
139 593 8
639 874 938
275 176 9
654 421 600
620 247 582
528 837 56
635 507 964
21 415 453
934 942 994
674 949 454
600 577 84
578 104 124
67 841 134
16 262 349
649 179 986
113 650 785
659 233 69
79 144 781
832 837 348
196 372 705
659 441 347
930 330 281
31 699 709
731 393 141
149 324 725
406 824 94
617 42 187
723 26 832
52 892 230
751 536 234
591 543 337
809 635 776
486 862 757
871 894 358
178 105 691
867 913 629
413 604 729
183 222 464
871 169 173
437 108 959
252 704 455
308 809 669
331 800 142
659 58 653
893 781 637
410 106 32
314 942 580
553 594 155
590 652 840
531 97 771
203 513 880
793 763 386
20 815 176
831 246 477
618 898 27
386 273 183
751 654 943
868 665 144
622 103 814
746 567 175
898 10 357
782 222 272
188 81 414
357 672 81
452 570 114
553 281 31
163 388 793
264 93 613
256 733 108
157 81 923
492 840 504
460 904 490
66 162 620
93 798 453
524 446 482
28 199 220
168 286 708
939 294 304
172 798 587
518 303 488
845 726 178
162 257 885
637 536 612
617 413 612
16 671 867
380 157 812
692 878 200
169 877 86
651 347 642
826 524 435
40 857 800
868 479 686
53 831 869
702 894 558
856 14 734
864 252 939
827 570 925
349 445 111
573 194 531
583 11 963
121 388 777
616 570 743
346 700 310
171 769 682
481 863 52
842 301 271
224 602 185
257 608 558
702 515 843
321 875 845
393 716 990
444 562 343
734 291 901
285 143 307
820 88 865
32 936 197
553 148 142
838 732 384
634 606 239
497 121 885
642 903 486
311 7 961
925 881 189
38 60 501
35 752 154
139 574 312
297 696 632
484 446 250
132 31 640
352 900 939
922 191 300
599 497 688
676 863 100
617 132 106
124 560 456
342 26 982
380 200 467
724 371 891
25 631 72
588 578 29
7 511 164
339 694 988
339 595 720
720 118 528
295 482 733
579 489 959
560 857 203
455 722 476
457 884 95
561 625 826
59 116 396
215 138 461
423 712 494
501 448 632
827 120 495
782 407 176
625 5 861
98 814 579
441 161 235
454 679 211
933 763 532
649 307 559
245 642 419
264 96 597
678 906 784
612 607 337
268 637 63
844 200 487
890 300 642
137 495 729
896 786 920
158 922 694
384 107 847
543 329 258
273 360 407
736 941 536
397 87 538
899 789 900
194 293 703
283 232 401
401 809 647
9 611 289
315 746 30
491 945 762
151 506 738
726 867 133
578 822 967
791 841 821
363 392 381
506 426 217
314 709 226
377 362 237
672 479 805
818 386 70
281 846 726
343 93 958
500 291 57
685 608 499
679 505 359
546 839 467
687 91 650
749 30 773
438 551 848
452 142 88
708 175 821
480 422 235
567 294 705
719 931 815
365 220 901
673 368 804
626 177 20
48 776 816
210 592 219
840 274 300
580 848 298
573 264 129
378 11 861
673 490 644
663 934 312
414 683 950
869 887 428
560 947 140
715 730 486
149 46 420
485 107 426
43 939 589
184 842 340
758 682 299
22 258 912
527 731 305
482 851 831
460 644 749
136 262 765
358 335 764
542 742 278
513 780 684
441 520 876
626 889 364
504 137 945
738 485 948
182 647 607
340 521 422
192 38 269
378 806 797
746 461 527
558 74 11
174 26 959
174 399 563
893 855 119
853 96 904
908 278 144
838 339 280
692 685 751
933 379 135
278 193 913
222 664 690
588 571 975
58 114 95
643 266 923
266 665 22
698 776 674
99 208 838
383 172 453
440 348 866
263 360 132
844 80 853
9 304 334
440 877 285
913 307 588
742 466 81
256 601 797
922 358 635
512 66 201
708 513 922
304 569 773
260 615 856
506 267 52
78 438 924
416 225 675
499 37 942
643 443 126
471 450 960
789 383 830
624 889 742
153 446 993
906 491 545
101 947 53
742 683 492
547 293 291
766 536 554
289 775 373
814 74 975
611 622 104
487 15 344
802 434 660
569 509 987
595 563 592
238 141 953
473 138 605
353 706 166
552 796 685
94 273 310
442 349 682
205 869 29
618 135 186
238 178 473
197 285 455
592 905 209
486 451 194
841 154 89
557 908 488
172 879 410
36 566 702
548 428 890
317 439 286
500 601 957
566 17 248
902 167 840
615 677 539
760 391 700
341 809 252
636 914 43
442 517 847
159 382 49
841 777 75
85 304 312
50 707 793
66 296 260
450 889 564
258 745 449
537 485 390
249 396 607
161 525 845
545 897 862
207 21 353
585 539 584
318 504 660
170 162 103
731 821 624
595 648 69
319 756 594
581 417 404
116 802 554
477 555 165
823 355 15
274 579 678
72 432 540
424 416 715
496 811 361
880 309 177
430 944 232
55 387 467
354 939 616
202 447 786
451 823 158
675 839 607
262 502 499
37 249 450
165 72 419
473 6 966
882 260 873
347 324 794
544 111 142
618 467 886
707 297 484
529 756 453
742 666 376
113 275 399
637 884 805
587 175 145
643 738 242
777 828 633
58 48 653
528 300 903
722 291 503
11 233 877
198 339 369
319 649 965
768 798 160
580 236 923
857 534 459
321 241 462
540 473 794
247 453 817
826 671 346
570 227 597
741 90 676
553 342 379
493 611 438
57 713 146
702 303 114
870 477 655
511 123 300
812 534 81
602 937 357
680 721 688
946 696 706
801 313 230
39 2 788
870 838 880
595 507 339
749 888 764
612 304 379
33 23 585
651 134 774
522 79 425
183 156 388
708 202 63
713 435 768
355 601 579
656 551 937
256 849 726
616 773 324
367 19 772
379 628 490
273 241 835
48 85 941
500 242 193
599 36 149
364 644 373
272 619 19
725 772 133
158 603 435
167 398 960
917 916 91
260 333 719
945 798 585
64 688 438
655 622 250
77 926 588
95 926 2
52 251 37
813 612 418
63 194 705
132 266 247
257 666 895
411 607 247
777 319 998
805 685 829
843 873 532
232 907 261
782 282 114
894 64 496
834 43 811
717 759 288
292 741 401
616 654 885
140 437 428
410 419 458
275 827 924
352 46 778
2 591 468
638 485 934
833 117 949
128 176 275
81 579 581
757 105 167
29 470 961
613 710 855
285 67 738
184 100 972
86 122 621
175 562 789
16 310 247
428 120 498
230 272 634
617 344 168
675 733 914
906 414 151
592 681 398
296 158 873
353 259 214
422 493 237
376 328 561
482 105 463
860 366 686
483 366 770
101 185 103
460 396 873
623 733 387
819 444 673
660 581 209
369 725 646
8 274 343
880 869 337
740 731 978
841 248 672
437 669 88
797 701 641
